epoch,train_loss,train_acc,val_acc
121,0.016372311808764934,99.512,92.55
122,0.015532769632339478,99.598,92.17
123,0.014597473506629467,99.576,92.29
124,0.013292521551847458,99.662,92.24
125,0.013243428857028484,99.67,92.39
126,0.012868671163618565,99.62,92.09
127,0.012478796235620976,99.664,92.07
128,0.013208735445588827,99.61,92.15
129,0.011343899869322776,99.704,92.43
130,0.011109060249701142,99.706,92.25
131,0.010741721959710121,99.714,92.32
132,0.009803318186998367,99.78,92.32
133,0.009585237803384663,99.74,92.25
134,0.009508849724307657,99.754,91.99
135,0.010435766648352145,99.734,92.32
136,0.009388136473149062,99.742,92.19
137,0.008989348330944776,99.758,92.29
138,0.009173182746544481,99.77,91.78
139,0.009402233165502549,99.76,92.2
140,0.008639375268667936,99.77,92.15
141,0.008468409768063574,99.794,92.39
142,0.009118205855861306,99.762,92.31
143,0.008369383199736477,99.79,92.39
144,0.009260868131369353,99.758,92.31
145,0.00838031907632947,99.804,92.32
146,0.008398002365529537,99.796,92.37
147,0.007470670316144824,99.808,92.23
148,0.008136429710239172,99.778,92.25
149,0.007371576142758131,99.828,92.21
150,0.006848001954257488,99.826,92.34
151,0.006440993855074048,99.832,92.38
152,0.005482515183761716,99.88,92.33
153,0.006077435226105154,99.866,92.44
154,0.005309484649002552,99.902,92.41
155,0.00525446891695261,99.88,92.56
156,0.006074466179907322,99.876,92.45
157,0.005351728198044002,99.896,92.53
158,0.005293367807269096,99.888,92.54
159,0.0053335795994102955,99.884,92.43
160,0.004964859087914228,99.914,92.58
161,0.004876338535547257,99.908,92.43
162,0.005348764356151223,99.876,92.46
163,0.004699975958913564,99.908,92.47
164,0.004852550355792046,99.89,92.5
165,0.004839794901162386,99.916,92.57
166,0.005273946400508284,99.874,92.45
167,0.0047973475767672065,99.896,92.43
168,0.004834812510162592,99.91,92.57
169,0.004745895372629165,99.916,92.52
170,0.0045119934207201,99.924,92.44
171,0.004852333832420409,99.892,92.35
172,0.004733816066980362,99.894,92.42
173,0.004665182984992862,99.926,92.52
174,0.004500086152255535,99.914,92.45
175,0.0046175488933175805,99.902,92.42
176,0.004457433894872666,99.916,92.5
177,0.00457581765010953,99.916,92.46
178,0.004756365370750427,99.906,92.51
179,0.005066973737478256,99.894,92.5
180,0.004248553322553634,99.928,92.51
181,0.004546867527831346,99.914,92.45
182,0.004314272292181849,99.928,92.44
183,0.0044543595228344205,99.928,92.51
184,0.004744372276440263,99.9,92.42
185,0.004296003715395927,99.918,92.47
186,0.00416648005258292,99.944,92.35
187,0.004183594530001283,99.922,92.38
188,0.004152273449897766,99.914,92.41
189,0.004282307052090764,99.934,92.42
190,0.004060181531459093,99.936,92.54
191,0.0046461376900225875,99.912,92.43
192,0.004396971460431815,99.912,92.39
193,0.004148453973866999,99.928,92.41
194,0.004288946660980582,99.924,92.48
195,0.004628646039441228,99.916,92.53
196,0.004192331614717841,99.924,92.5
197,0.004215043222308159,99.934,92.49
198,0.004444454892575741,99.918,92.45
199,0.003907704296484589,99.924,92.48
