epoch,train_loss,train_acc,val_acc
90,0.5780907003021241,80.2,70.71
91,0.5795885209846496,80.164,72.49
92,0.571332623462677,80.476,75.6
93,0.571940478515625,80.474,74.42
94,0.5713650076675415,80.386,64.85
95,0.5618378096961975,80.892,71.25
96,0.5685827477264405,80.738,73.46
97,0.5698851238632202,80.524,76.92
98,0.5624596813392639,80.87,69.29
99,0.5608511861419678,81.0,71.11
100,0.41898976638793944,85.85,83.29
101,0.3762248478031158,87.318,83.93
102,0.35917755029678344,87.604,83.79
103,0.34630626262664793,88.204,84.15
104,0.33598536144733426,88.698,84.33
105,0.32956099363327024,88.772,84.33
106,0.3213445872211456,89.016,84.55
107,0.3181980286693573,89.148,84.76
108,0.3128026179790497,89.266,84.37
109,0.30591822135925295,89.464,84.35
110,0.3032642509317398,89.544,84.58
111,0.2969050905370712,89.866,84.37
112,0.2935252191257477,89.886,84.48
113,0.28919233220100404,89.936,84.94
114,0.28699574536323547,90.07,84.84
115,0.2846176678466797,90.2,84.17
116,0.27962048949241636,90.336,84.37
117,0.278063398141861,90.384,84.56
118,0.2746889574623108,90.424,84.39
119,0.26910152032852175,90.834,84.45
120,0.2658431332063675,90.836,84.22
121,0.2671340280723572,90.726,84.2
122,0.2613917978096008,90.904,84.01
123,0.2601868643474579,90.984,83.75
124,0.25546027158737183,91.028,84.6
125,0.2544371880340576,91.118,84.33
126,0.2537582074546814,91.118,83.99
127,0.25162237439155577,91.328,84.45
128,0.25115280979156496,91.266,84.18
129,0.2488517751121521,91.286,84.72
130,0.25191196481704714,91.208,83.93
131,0.24535639596939088,91.354,83.92
132,0.23915299664497375,91.72,84.11
133,0.23646451308727265,91.79,84.11
134,0.23691354228973388,91.684,84.34
135,0.23410992046356202,91.804,83.98
136,0.2273456228876114,92.046,83.9
137,0.2327422159910202,91.842,84.3
138,0.22861812937736511,92.102,83.91
139,0.2284347979736328,92.04,83.88
140,0.2218795055770874,92.326,84.3
141,0.22252312776565553,92.256,84.11
142,0.2239815622138977,92.202,83.85
143,0.2211149728822708,92.318,83.87
144,0.2201828650379181,92.466,83.77
145,0.21549219049930574,92.444,83.97
146,0.2180055171775818,92.472,83.45
147,0.2175751645565033,92.37,83.92
148,0.21680944887161255,92.44,83.36
149,0.21819985039710998,92.404,84.11
150,0.18462174276828766,93.674,84.55
151,0.17269579144477845,94.02,84.73
152,0.16773347331523894,94.136,84.74
153,0.1665755565047264,94.252,84.76
154,0.1623662756061554,94.348,84.7
155,0.15844694620370864,94.51,84.74
156,0.16010702714920044,94.444,84.69
157,0.15815189065933227,94.498,84.78
158,0.15707854053974152,94.622,84.87
159,0.1543785222697258,94.766,84.8
160,0.1529860537815094,94.692,84.87
161,0.1531568396663666,94.746,84.89
162,0.15131414268493654,94.708,84.81
163,0.15189275369167327,94.792,84.73
164,0.15118758217811584,94.826,84.57
165,0.14927198274612427,94.84,84.67
166,0.14954708007335663,94.77,84.88
167,0.14605740226984024,94.922,84.98
168,0.14398111432552338,94.958,84.84
169,0.1472157340812683,94.904,84.77
170,0.14692285658359527,94.894,84.77
171,0.14376645599365234,95.024,84.82
172,0.14209125185966492,95.134,84.7
173,0.14141472342014313,95.07,84.79
174,0.1416842949271202,95.048,84.73
175,0.14065618817329406,95.23,84.83
176,0.14029604814291,95.146,84.74
177,0.14140634948730468,95.112,84.8
178,0.1400264947128296,95.06,84.83
179,0.13875659509181976,95.226,84.77
180,0.13814051830768584,95.238,84.77
181,0.1375289360809326,95.186,84.75
182,0.13757869575977325,95.18,84.84
183,0.14114983531475067,95.062,84.76
184,0.1343313910627365,95.388,84.7
185,0.1392782709956169,95.206,84.73
186,0.13650058986902236,95.296,84.73
187,0.13681554158091544,95.254,84.83
188,0.13427033455848694,95.39,84.74
189,0.13484831852436066,95.286,84.62
190,0.1349898466873169,95.382,84.71
191,0.13289411926269531,95.356,84.73
192,0.1321431715130806,95.406,84.68
193,0.13506817999362947,95.346,84.71
194,0.12901415345430375,95.562,84.91
195,0.1331583851671219,95.402,84.62
196,0.13161640655517579,95.406,84.49
197,0.12897073819160462,95.532,84.54
198,0.12574445486307145,95.666,84.51
199,0.12768389551639556,95.554,84.61
