epoch,train_loss,train_acc,val_acc
0,2.2843038844299315,12.258,16.11
1,2.111283798828125,20.808,22.2
2,1.9825137939071655,25.344,30.19
3,1.896962095565796,29.32,30.69
4,1.8299702127456665,32.134,34.67
5,1.7786232155609132,34.238,36.95
6,1.726509200668335,36.304,37.39
7,1.673951510848999,38.184,40.25
8,1.6239171514129638,40.494,44.45
9,1.5710065996932983,42.546,41.93
10,1.5169257576370239,44.28,45.79
11,1.460281484489441,46.324,45.71
12,1.4091956900787352,48.924,50.98
13,1.3515652340698243,50.88,48.65
14,1.3090261780166625,52.63,55.61
15,1.2593912408447265,54.88,53.59
16,1.2171526322937012,56.196,54.36
17,1.1633142708206177,58.248,58.79
18,1.1160178715896607,60.584,59.21
19,1.0851354114151002,61.666,56.87
20,1.0470142987060547,62.976,62.71
21,1.0109616671562194,64.546,59.24
22,0.9901326557159423,65.156,65.59
23,0.9571356443023682,66.456,64.8
24,0.9384688689994812,67.218,63.76
25,0.9210597561645508,67.908,68.08
26,0.9068217155265809,68.732,63.81
27,0.8838975284957886,69.38,64.84
28,0.8664273098754883,69.88,67.75
29,0.854775334072113,70.316,66.29
30,0.8486156080436706,70.592,64.84
31,0.8362465298652649,71.08,66.04
32,0.8247359610366821,71.488,67.32
33,0.8150982588195801,71.716,68.13
34,0.8078808729934692,72.1,67.25
35,0.7955262226104737,72.636,66.77
36,0.7849224543380737,73.132,67.2
37,0.7745823041534424,73.422,67.32
38,0.7710667959976196,73.544,70.73
39,0.7599931231307984,73.978,70.06
40,0.7584239437294006,73.71,72.29
41,0.754167587184906,74.214,69.54
42,0.7447447480964661,74.368,71.22
43,0.7338381595420838,74.922,67.99
44,0.7318098094367981,74.746,68.1
45,0.7324827205657959,74.848,67.72
46,0.7216140634822845,75.304,69.88
47,0.7188538376998901,75.302,69.03
48,0.7106395864295959,75.524,68.82
49,0.7073968185043334,75.676,71.69
50,0.7067441147613526,75.658,69.01
51,0.6991483943557739,76.176,61.59
52,0.6869853238296508,76.46,72.77
53,0.684205011997223,76.742,67.75
54,0.6839031084060669,76.66,71.29
55,0.6770474183559417,76.78,71.14
56,0.6832289727401734,76.532,72.41
57,0.6740550618553162,76.956,73.11
58,0.6740573705673217,77.066,70.59
59,0.661264745349884,77.514,69.86
60,0.6585768353843688,77.402,61.39
61,0.6553716404342651,77.664,72.37
62,0.651143055973053,77.802,73.28
63,0.6530482733345032,77.786,73.41
64,0.6451684804153442,78.13,74.49
65,0.6446850038337707,78.014,70.28
66,0.6529326640510559,77.628,71.22
67,0.6396675513839721,78.174,73.14
68,0.633611908044815,78.294,74.35
69,0.6298372780036926,78.632,75.31
70,0.6288807788658142,78.614,69.35
71,0.6347460331344604,78.446,71.03
72,0.6214906890487671,78.644,63.06
73,0.6213764972305298,78.784,76.0
74,0.6106581069374084,78.984,74.16
75,0.6126555676078796,78.96,71.58
76,0.6044029382896423,79.166,74.17
77,0.6034922424125672,79.426,72.36
78,0.6112451031875611,79.228,65.58
79,0.6080756862258911,79.142,75.13
80,0.6009733022880555,79.416,75.8
81,0.6039145453071594,79.402,70.19
82,0.5959248622322082,79.684,73.55
83,0.5857327252960205,79.834,75.74
84,0.5946497401809693,79.84,59.09
85,0.5883333192443848,79.944,63.51
86,0.5862578515434265,79.92,74.69
87,0.5891244914245606,79.85,75.49
88,0.5815888559341431,80.342,69.01
89,0.5829979633712769,80.068,68.81
