epoch,train_loss,train_acc,val_acc
0,1.7635564488983155,35.03,47.21
1,1.202026061668396,56.614,57.97
2,0.9289157846260071,67.276,55.22
3,0.7754282342720031,73.026,71.51
4,0.6805491491127014,76.362,70.61
5,0.6303245040130615,78.23,77.64
6,0.582069389667511,79.762,76.57
7,0.5465183386611938,80.958,79.44
8,0.5258886590766907,81.772,78.51
9,0.4961424572181702,82.69,78.25
10,0.48457577750205993,83.182,79.69
11,0.4576052097129822,84.084,80.73
12,0.44985349390029905,84.242,81.29
13,0.4351962773895264,84.562,82.56
14,0.4236171257019043,85.376,80.93
15,0.41266864389419555,85.88,81.57
16,0.40085214515686035,86.158,80.23
17,0.3898477121925354,86.406,81.17
18,0.381439234418869,86.662,83.31
19,0.37416860240459443,86.976,80.75
20,0.36720277232170107,87.268,83.51
21,0.36360483757972717,87.414,82.46
22,0.35933971652030944,87.504,82.95
23,0.34843062329292296,87.836,84.83
24,0.34569280435562133,88.094,83.59
25,0.3393599223327637,88.224,81.27
26,0.3350362521457672,88.25,82.92
27,0.3282108026313782,88.536,83.64
28,0.3267684689903259,88.61,81.44
29,0.31931934005737306,88.742,83.5
30,0.31918809948444365,88.892,81.37
31,0.3190190212440491,88.94,83.65
32,0.31127912899017335,89.034,79.99
33,0.31258375802993776,88.82,83.77
34,0.30051984015464783,89.458,85.55
35,0.3007686348628998,89.56,82.81
36,0.298242110786438,89.408,85.68
37,0.2994378460121155,89.592,85.26
38,0.2983144935321808,89.528,83.26
39,0.29225924839019773,89.796,85.79
40,0.2884230798530579,89.868,81.05
41,0.2858879068183899,89.968,81.58
42,0.2858468188476562,89.87,81.92
43,0.2815787301254272,90.114,85.6
44,0.2764738348960876,90.278,83.57
45,0.278752899518013,90.238,84.57
46,0.27763939527511594,90.304,82.13
47,0.2723466914844513,90.368,83.16
48,0.2728068931388855,90.478,84.29
49,0.26818033583641054,90.658,85.69
50,0.2773748578596115,90.27,84.03
51,0.2659332123398781,90.808,84.91
52,0.25841842932224274,91.006,86.76
53,0.2680857192707062,90.516,86.08
54,0.2645373585128784,90.574,82.6
55,0.2633591413784027,90.782,86.29
56,0.258727483959198,90.858,84.18
57,0.2564353820705414,90.97,84.68
58,0.25985590259552,90.712,86.57
59,0.25973607504844665,90.926,87.25
60,0.25629674463272095,90.846,85.19
61,0.2562615235996246,91.026,86.02
62,0.2553356792974472,91.042,85.04
63,0.2524662800073624,91.11,85.23
64,0.25231819736480715,91.05,85.76
65,0.25013632823944093,91.188,87.31
66,0.2464520303964615,91.548,85.69
67,0.24698255028247834,91.388,84.44
68,0.2457101526260376,91.394,83.1
69,0.24685010632514953,91.288,85.7
70,0.24435027027845382,91.338,84.64
71,0.24401120607376098,91.396,85.26
72,0.24559688032150268,91.436,86.04
73,0.24455071759700775,91.388,84.69
74,0.24049974402427673,91.426,84.17
75,0.24196039149284362,91.43,86.02
76,0.23400467745780945,91.846,87.08
77,0.23576274975776673,91.596,85.27
78,0.2439598678445816,91.496,81.65
79,0.23464581699371337,91.784,85.23
80,0.23697070094108583,91.606,85.47
81,0.24037857334136964,91.62,84.3
82,0.2391237346935272,91.672,85.38
83,0.23578579746723174,91.594,85.21
84,0.23205132299423217,91.904,85.07
85,0.23135200912952422,91.878,83.96
86,0.23416156324863432,91.798,85.18
87,0.23591044272899628,91.596,86.74
88,0.23287886664867402,91.734,87.24
89,0.2317635265827179,91.866,86.41
90,0.23246817742347717,91.796,86.27
91,0.2321529823589325,91.762,85.96
92,0.23137256291389466,91.836,77.91
93,0.22577585423469543,92.062,87.06
94,0.2247816790485382,92.114,87.25
95,0.22643899307250975,92.01,86.47
96,0.2279696238899231,91.786,85.78
97,0.22750804921150208,92.01,87.14
98,0.22756611315727235,92.04,87.49
99,0.2309718120765686,91.896,88.06
100,0.14141394018888473,95.206,90.62
101,0.11350793990969658,96.158,90.94
102,0.10464967700481415,96.534,91.08
103,0.09626423159837723,96.744,91.22
104,0.09051664185523987,96.94,90.97
105,0.08685447696447372,97.104,91.25
106,0.08215631917715073,97.258,91.36
107,0.0795352982711792,97.344,91.28
108,0.07615520446777344,97.414,91.3
109,0.07413668858766556,97.496,91.3
110,0.07263098400831222,97.562,91.09
111,0.06936033103942871,97.684,91.23
112,0.06522995523810386,97.816,91.05
113,0.06500318792462349,97.77,91.0
114,0.0632938918042183,97.882,91.17
115,0.06099908255338669,97.96,91.22
116,0.058794325619935986,98.052,91.26
117,0.05818930629789829,98.046,91.08
118,0.05601004599571228,98.116,91.16
119,0.055062826018333434,98.106,91.11
120,0.05371729705810547,98.22,91.24
121,0.05137750753879547,98.288,90.83
122,0.05251017829179764,98.234,91.03
123,0.05041879130125046,98.332,91.21
124,0.05159044543743133,98.338,91.01
125,0.049544389075040815,98.358,90.98
126,0.047248230400085446,98.434,91.23
127,0.046729088904857635,98.434,91.28
128,0.04684738049030304,98.434,91.17
129,0.046058049161434175,98.484,91.22
130,0.044509744362831116,98.5,91.05
131,0.04637107082307339,98.382,91.23
132,0.042584594228863716,98.552,90.92
133,0.0417256437253952,98.622,91.19
134,0.04086991915106773,98.638,91.24
135,0.04056380526900291,98.724,91.22
136,0.03917628925919533,98.664,91.13
137,0.04017886606812477,98.604,91.07
138,0.04090442851781845,98.634,90.83
139,0.038604849810004234,98.666,91.45
140,0.03624916139602661,98.81,90.98
141,0.03824852894470095,98.718,91.02
142,0.03546255424618721,98.86,90.79
143,0.03920524016022682,98.65,91.12
144,0.03673906864404678,98.752,90.84
145,0.03669790270328522,98.806,90.94
146,0.035419879984259606,98.868,90.8
147,0.034916436858177184,98.824,90.97
148,0.034298416809141634,98.856,90.92
149,0.03411316474914551,98.956,90.79
150,0.028353946183621883,99.146,91.08
151,0.02688849926710129,99.186,91.33
152,0.0253950957685709,99.264,91.28
153,0.02558668264389038,99.278,91.36
154,0.025138836804628372,99.244,91.4
155,0.024413082635998725,99.29,91.45
156,0.0241424799066782,99.308,91.31
157,0.024079696273207666,99.288,91.38
158,0.02426853091597557,99.284,91.42
159,0.023497611006498338,99.286,91.45
160,0.02269021584689617,99.314,91.39
161,0.02287655009508133,99.376,91.4
162,0.02257046278178692,99.388,91.31
163,0.022858900736570358,99.344,91.32
164,0.02271102448105812,99.374,91.41
165,0.02244956921339035,99.354,91.5
166,0.021486680655479432,99.392,91.25
167,0.02105542444139719,99.46,91.43
168,0.02261525647997856,99.352,91.35
169,0.02123299178659916,99.404,91.32
170,0.021792846492528915,99.436,91.29
171,0.021695547724962235,99.42,91.43
172,0.02054464515030384,99.442,91.44
173,0.020754653920531274,99.45,91.28
174,0.020488232942819595,99.446,91.26
175,0.020184732609540224,99.426,91.37
176,0.019845706889629364,99.488,91.32
177,0.020211876567602156,99.454,91.22
178,0.020463519647717476,99.414,91.2
179,0.021489942247271538,99.382,91.27
180,0.02049628979355097,99.448,91.31
181,0.01968999501645565,99.472,91.44
182,0.019940159321427346,99.436,91.25
183,0.020464350934028624,99.446,91.25
184,0.0203179515722394,99.444,91.37
185,0.02018391808092594,99.452,91.41
186,0.01993288234591484,99.464,91.41
187,0.02035066793501377,99.434,91.48
188,0.01983400361955166,99.452,91.4
189,0.01833462353616953,99.532,91.47
190,0.01951585848391056,99.498,91.43
191,0.019799635618925095,99.446,91.39
192,0.019808644817173482,99.494,91.45
193,0.019560860645771026,99.45,91.41
194,0.020065734407901763,99.472,91.46
195,0.01951626040816307,99.444,91.37
196,0.019058928164243698,99.486,91.36
197,0.01962689471542835,99.472,91.4
198,0.019558791317641735,99.456,91.35
199,0.01891563346683979,99.526,91.4
